ndvi,lat,lon,alt,acs,species,UNIQ_ID
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,900
111,-11.5667,-76.73,1840,LA361,S. habrochaites,901
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,902
124,-7.18,-78.52,1340,LA2167,S. habrochaites,903
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,904
123,-10.15,-77.35,3540,LA3795,S. peruvianum,905
115,-18.2667,-69.5833,3260,LA2773,S. chilense,906
115,-18.2667,-69.5833,3260,LA2773,S. chilense,907
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,908
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,909
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,910
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,911
100,-17.25,-71.25,1336,LA1958,S. chilense,912
108,-23.6833,-68.0667,2390,LA2884,S. chilense,913
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,914
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,915
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,916
124,-7.18,-78.52,1340,LA2167,S. habrochaites,917
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,918
124,-17.5333,-70.0333,3015,LA1969,S. chilense,919
107,-25.4,-70.4,660,LA2891,S. chilense,920
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,921
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,922
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,923
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,924
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,925
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,926
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,927
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,928
111,-11.5667,-76.73,1840,LA361,S. habrochaites,929
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,930
124,-7.18,-78.52,1340,LA2167,S. habrochaites,931
112,-16.1383,-73.6428,480,LA3788,S. pennellii,932
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,933
123,-10.15,-77.35,3540,LA3795,S. peruvianum,934
115,-18.2667,-69.5833,3260,LA2773,S. chilense,935
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,936
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,937
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,938
100,-17.25,-71.25,1336,LA1958,S. chilense,939
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,940
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,941
100,-17.25,-71.25,1336,LA1958,S. chilense,942
108,-23.6833,-68.0667,2390,LA2884,S. chilense,943
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,944
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,945
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,946
124,-7.18,-78.52,1340,LA2167,S. habrochaites,947
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,948
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,949
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,950
124,-17.5333,-70.0333,3015,LA1969,S. chilense,951
107,-25.4,-70.4,660,LA2891,S. chilense,952
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,953
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,954
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,955
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,956
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,957
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,958
111,-11.5667,-76.73,1840,LA361,S. habrochaites,959
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,960
124,-7.18,-78.52,1340,LA2167,S. habrochaites,961
112,-16.1383,-73.6428,480,LA3788,S. pennellii,962
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,963
123,-10.15,-77.35,3540,LA3795,S. peruvianum,964
112,-16.1383,-73.6428,480,LA3788,S. pennellii,965
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,966
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,967
106,-14.4492,-75.2203,620,LA1912,S. pennellii,968
106,-14.4492,-75.2203,620,LA1912,S. pennellii,969
124,-17.5333,-70.0333,3015,LA1969,S. chilense,970
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,971
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,972
100,-17.25,-71.25,1336,LA1958,S. chilense,973
108,-23.6833,-68.0667,2390,LA2884,S. chilense,974
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,975
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,976
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,977
124,-7.18,-78.52,1340,LA2167,S. habrochaites,978
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,979
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,980
107,-25.4,-70.4,660,LA2891,S. chilense,981
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,982
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,983
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,984
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,985
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,986
106,-20.9167,-69.0667,2460,LA2931,S. chilense,987
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,988
124,-7.18,-78.52,1340,LA2167,S. habrochaites,989
112,-16.1383,-73.6428,480,LA3788,S. pennellii,990
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,991
123,-10.15,-77.35,3540,LA3795,S. peruvianum,992
115,-18.2667,-69.5833,3260,LA2773,S. chilense,993
112,-16.1383,-73.6428,480,LA3788,S. pennellii,994
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,995
124,-17.5333,-70.0333,3015,LA1969,S. chilense,996
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,997
108,-23.6833,-68.0667,2390,LA2884,S. chilense,998
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,999
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,1000
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,1001
124,-7.18,-78.52,1340,LA2167,S. habrochaites,1002
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,1003
124,-17.5333,-70.0333,3015,LA1969,S. chilense,1004
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,1005
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,1006
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,1007
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,1008
